name,socket,form_factor
Gigabyte GA-P67A-UD3P,LGA1155,ATX
Gigabyte GA-P67A-UD5,LGA1155,ATX
Gigabyte GA-P67A-UD7,LGA1155,ATX
Asus P8P67 WS Revolution,LGA1155,ATX
MSI P67S-C43,LGA1155,ATX
ASRock P67 Professional,LGA1155,ATX
ASRock P67 Extreme6,LGA1155,ATX
ASRock P67 Pro,LGA1155,ATX
ASRock H67DE3,LGA1155,ATX
Asus P8P67 LE (REV 3.0),LGA1155,ATX
MSI P67A-GD55 (B3),LGA1155,ATX
MSI P67A-GD53 (B3),LGA1155,ATX
ASRock P67 Extreme6 (B3),LGA1155,ATX
Gigabyte GA-P67A-UD7-B3,LGA1155,ATX
ASRock P67 Pro3 (B3),LGA1155,ATX
MSI P67A-GD80 (B3),LGA1155,ATX
ASRock H61ICAFE,LGA1155,ATX
Gigabyte GA-P45T-ES3G,LGA775,ATX
Gigabyte GA-Z68X-UD5-B3,LGA1155,ATX
Gigabyte GA-Z68X-UD3P-B3,LGA1155,ATX
MSI Z68A-GD65 (B3),LGA1155,ATX
Asus P8P67 (REV 3.1),LGA1155,ATX
MSI Z68A-G43 (B3),LGA1155,ATX
MSI Z68A-GD65 (G3),LGA1155,ATX
MSI Z68A-GD80 (G3),LGA1155,ATX
ASRock 870 Extreme3 R2.0,AM3+,ATX
Gigabyte G1.SNIPER2,LGA1155,ATX
ASRock 870iCafe R2.0,AM3+,ATX
MSI 870A-G54 (FX),AM3+,ATX
MSI 990FXA-GD65V2,AM3+,ATX
Asus P8Z77-V PREMIUM,LGA1155,ATX
Gigabyte GA-Z77X-UP7,LGA1155,EATX
ASRock Z77 Extreme6/TB4,LGA1155,ATX
Asus Maximus V Formula/Assassins C3,LGA1155,EATX
Gigabyte GA-Z77-HD4,LGA1155,ATX
Gigabyte GA-Z87X-OC Force,LGA1150,EATX
ASRock Z87 Professional,LGA1150,ATX
ASRock H87 Performance,LGA1150,ATX
Asus P8Z77-V PRO/THNDRBLT,LGA1155,ATX
Asus Z87-Deluxe/DUAL,LGA1150,ATX
Asus P9D-X,LGA1150,ATX
ASRock E3C224-4L,LGA1150,ATX
ASRock E3C224-V+,LGA1150,ATX
Asus Z87-Deluxe/QUAD,LGA1150,ATX
Gigabyte GA-Z87X-UD5 TH,LGA1150,ATX
MSI Z97-Gaming 9 ACK,LGA1150,ATX
ASRock X99 OC Formula/3.1,LGA2011-3,EATX
ASRock E3C224-V4L,LGA1150,ATX
ASRock Fatal1ty H170 Performance/D3,LGA1151,ATX
ASRock Z490 Phantom Gaming 4SR,LGA1200,ATX
